Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Total
2002,Female,Mortality,Pancreatic cancer,0,0,0,0,0,0,1,2,15,18,29,46,86,106,106,156,150,167,0,882
2003,Female,Mortality,Pancreatic cancer,0,0,0,0,0,0,0,1,17,17,29,59,72,112,103,177,165,188,0,940
2004,Female,Mortality,Pancreatic cancer,0,0,0,0,0,0,0,4,10,23,30,52,79,98,129,200,199,161,0,985
2005,Female,Mortality,Pancreatic cancer,0,0,0,0,0,0,0,1,11,16,33,48,86,122,154,175,193,222,1,1062
2006,Female,Mortality,Pancreatic cancer,0,0,0,0,0,0,0,2,9,22,31,58,83,95,120,198,202,206,0,1026
2007,Female,Mortality,Pancreatic cancer,0,0,0,0,0,0,1,2,9,13,33,51,99,106,148,159,171,242,0,1034
2008,Female,Mortality,Pancreatic cancer,0,0,0,0,0,0,2,2,9,13,34,62,87,96,133,184,188,264,0,1074
2009,Female,Mortality,Pancreatic cancer,0,0,0,0,0,2,1,0,11,16,40,70,75,116,138,179,181,250,0,1079
2010,Female,Mortality,Pancreatic cancer,0,0,0,1,0,1,2,3,7,22,43,68,91,111,162,194,245,254,0,1204
2011,Female,Mortality,Pancreatic cancer,0,0,0,0,0,1,0,4,13,20,45,57,83,135,161,182,224,273,0,1198
1968,Persons,Mortality,Pancreatic cancer,0,0,0,1,2,1,3,7,15,27,47,78,96,125,137,125,82,51,0,797
1969,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,1,1,9,36,52,96,120,120,135,134,109,56,0,869
1970,Persons,Mortality,Pancreatic cancer,0,0,1,0,0,0,5,6,16,32,64,86,123,137,133,112,93,66,0,874
1971,Persons,Mortality,Pancreatic cancer,0,0,1,0,1,1,2,4,11,41,50,85,126,154,131,130,86,58,0,881
1972,Persons,Mortality,Pancreatic cancer,0,0,0,0,1,1,0,9,19,36,60,99,116,144,129,120,84,56,0,874
1973,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,4,2,18,37,56,95,136,159,149,129,97,74,0,956
1974,Persons,Mortality,Pancreatic cancer,0,0,0,0,2,0,2,5,16,32,78,89,134,153,144,114,108,79,0,956
1975,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,2,5,12,22,71,109,141,157,171,114,100,85,1,990
1976,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,1,7,13,33,82,89,159,175,160,153,110,79,0,1061
1977,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,1,4,9,14,34,73,109,151,155,165,141,129,68,0,1053
1978,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,6,2,7,19,36,59,102,161,161,167,137,113,81,0,1051
1979,Persons,Mortality,Pancreatic cancer,0,0,0,0,1,1,3,14,13,30,80,124,120,175,177,151,120,74,0,1083
1980,Persons,Mortality,Pancreatic cancer,0,0,0,0,1,1,3,5,16,39,73,120,145,191,190,168,129,85,0,1166
1981,Persons,Mortality,Pancreatic cancer,0,0,0,0,1,1,1,7,21,27,65,118,113,162,171,165,101,85,0,1038
1982,Persons,Mortality,Pancreatic cancer,0,0,0,1,0,2,1,7,18,28,71,131,154,196,200,165,117,77,0,1168
1983,Persons,Mortality,Pancreatic cancer,0,0,0,1,0,1,1,4,12,18,62,104,158,176,216,194,118,76,0,1141
1984,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,2,2,11,19,22,74,106,166,173,209,209,132,93,0,1218
1985,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,2,2,8,12,27,50,109,151,198,214,203,144,100,0,1220
1986,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,1,2,6,16,27,45,109,169,190,246,216,128,132,0,1287
1987,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,1,2,9,18,27,58,105,168,211,249,204,143,120,0,1315
1988,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,2,1,8,24,33,51,90,157,180,218,220,157,118,0,1259
1989,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,3,10,15,27,60,105,153,230,249,267,158,127,0,1404
1990,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,2,4,10,14,30,61,112,168,229,213,212,166,145,0,1366
1991,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,3,2,7,20,35,42,95,174,190,241,228,195,145,0,1377
1992,Persons,Mortality,Pancreatic cancer,0,0,0,0,3,1,2,9,16,38,53,106,161,219,256,231,192,157,1,1445
1993,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,1,3,11,18,31,58,100,156,254,269,222,198,156,0,1477
1994,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,2,3,12,20,33,50,96,141,225,288,253,183,174,0,1480
1995,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,2,2,8,26,43,69,81,148,236,249,245,236,188,0,1533
1996,Persons,Mortality,Pancreatic cancer,0,0,0,0,1,1,3,6,13,31,59,86,129,215,282,307,271,197,0,1601
1997,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,2,3,14,16,33,60,91,141,229,273,293,236,211,0,1602
1998,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,3,3,5,22,51,74,115,145,211,277,287,209,216,0,1618
1999,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,1,5,12,17,37,76,93,165,204,317,299,237,246,0,1709
2000,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,5,9,16,34,85,115,131,228,293,345,256,232,0,1749
2001,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,1,4,4,14,55,73,122,156,215,279,333,288,267,0,1811
2002,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,2,11,28,50,76,136,183,225,273,315,280,262,0,1841
2003,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,1,4,27,44,80,151,176,238,263,336,291,271,0,1882
2004,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,1,7,22,45,94,147,207,222,304,376,322,251,0,1998
2005,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,1,1,4,28,50,81,134,212,241,311,316,314,332,1,2026
2006,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,1,3,5,19,52,87,147,196,236,277,367,363,338,0,2091
2007,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,3,9,24,57,99,158,246,287,318,346,334,385,0,2266
2008,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,2,9,21,39,105,148,245,264,297,377,358,395,0,2260
2009,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,3,1,4,18,43,99,153,212,275,306,361,354,398,0,2227
2010,Persons,Mortality,Pancreatic cancer,0,0,0,1,0,1,7,13,18,65,98,160,205,307,362,358,429,405,0,2429
2011,Persons,Mortality,Pancreatic cancer,0,1,0,0,0,2,5,10,25,47,103,162,232,316,325,363,398,427,0,2416
1968,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1969,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1970,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1971,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1972,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1973,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1974,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1975,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1976,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1977,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1978,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1979,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1980,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1981,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1982,Male,Incidence,Prostate cancer,0,0,0,1,2,0,1,0,4,11,47,168,362,649,816,742,511,282,6,3602
1983,Male,Incidence,Prostate cancer,0,0,0,0,0,0,0,4,3,7,48,174,356,635,840,861,489,310,1,3728
1984,Male,Incidence,Prostate cancer,1,0,0,0,0,0,0,0,3,14,59,167,408,687,888,808,514,314,4,3867
1985,Male,Incidence,Prostate cancer,0,0,0,1,1,0,0,2,4,16,35,185,435,694,928,899,611,337,4,4152
1986,Male,Incidence,Prostate cancer,0,0,0,1,0,1,0,1,3,15,49,192,455,727,927,920,652,359,0,4302
1987,Male,Incidence,Prostate cancer,0,0,0,0,0,0,0,0,2,12,52,189,473,719,1044,967,694,408,1,4561
1988,Male,Incidence,Prostate cancer,0,0,0,0,0,1,0,1,7,13,40,200,476,830,1059,1053,679,401,2,4762
1989,Male,Incidence,Prostate cancer,0,0,0,0,0,0,0,1,7,10,62,207,533,967,1077,1192,774,481,0,5311
1990,Male,Incidence,Prostate cancer,0,0,0,1,0,0,1,1,10,17,72,257,628,1184,1236,1315,873,536,0,6131
1991,Male,Incidence,Prostate cancer,0,0,0,0,0,0,1,0,8,18,77,245,642,1232,1518,1435,981,595,1,6753
1992,Male,Incidence,Prostate cancer,0,0,0,0,0,0,0,1,4,23,94,297,818,1513,1696,1672,1105,701,0,7924
1993,Male,Incidence,Prostate cancer,0,0,0,0,0,1,0,1,11,37,166,481,1188,2253,2678,2199,1401,762,0,11178
1994,Male,Incidence,Prostate cancer,0,0,0,0,0,0,0,0,13,48,242,734,1590,2783,3069,2287,1527,785,2,13080
1995,Male,Incidence,Prostate cancer,0,1,0,0,0,0,0,1,18,81,337,811,1589,2651,2803,2044,1296,765,0,12397
1996,Male,Incidence,Prostate cancer,0,0,0,1,0,1,0,0,13,89,316,766,1261,2077,2267,1687,1153,708,0,10339
1997,Male,Incidence,Prostate cancer,0,0,0,0,0,0,1,2,8,84,284,715,1264,1949,2153,1688,1138,726,0,10012
1998,Male,Incidence,Prostate cancer,1,0,0,0,0,0,0,2,17,81,359,823,1237,1833,2040,1770,1179,779,0,10121
1999,Male,Incidence,Prostate cancer,1,0,0,0,0,0,0,1,9,76,407,833,1337,1861,2162,1998,1136,806,0,10627
2000,Male,Incidence,Prostate cancer,0,0,0,0,1,0,0,1,13,116,399,909,1391,1940,2147,1955,1223,847,0,10942
2001,Male,Incidence,Prostate cancer,0,0,0,0,0,0,0,4,21,112,460,1027,1484,1958,2197,2037,1250,917,0,11467
2002,Male,Incidence,Prostate cancer,0,0,0,1,0,0,0,3,20,137,554,1201,1689,2150,2320,1953,1301,921,1,12251
2003,Male,Incidence,Prostate cancer,0,0,0,0,0,0,0,3,31,122,565,1503,2027,2532,2437,2201,1484,962,0,13867
2004,Male,Incidence,Prostate cancer,0,0,0,0,0,0,2,2,41,207,741,1819,2456,3140,2719,2377,1572,959,0,16035
2005,Male,Incidence,Prostate cancer,0,1,0,0,0,0,1,3,30,240,816,2059,2639,3203,2733,2470,1546,1060,0,16801
2006,Male,Incidence,Prostate cancer,1,0,0,1,0,0,0,8,55,265,865,2209,2995,3388,2835,2473,1586,1044,0,17725
2007,Male,Incidence,Prostate cancer,0,0,0,0,0,2,0,9,56,314,996,2351,3409,3873,3045,2623,1759,1156,0,19593
2008,Male,Incidence,Prostate cancer,0,0,0,1,0,0,0,9,70,392,1094,2496,3813,4125,3292,2701,1760,1141,0,20894
2009,Male,Incidence,Prostate cancer,0,0,0,0,1,0,0,8,106,486,1246,2726,4194,4273,3402,2608,1673,1085,0,21808
2010,Male,Incidence,Prostate cancer,0,0,0,0,3,0,0,7,91,432,1143,2467,3904,4087,3108,2134,1385,1058,0,19819
2011,Male,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1968,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1969,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1970,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1971,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1972,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1973,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1974,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1975,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1976,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1977,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1978,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1979,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1980,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1981,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1982,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1983,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1984,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1985,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1986,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1987,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1988,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1989,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1990,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1991,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1992,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1993,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1994,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1995,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1996,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1997,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1998,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1999,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2000,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2001,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2002,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2003,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2004,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2005,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2006,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2007,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2008,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2009,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2010,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2011,Female,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1968,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1969,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1970,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1971,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1972,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1973,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1974,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1975,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1976,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1977,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1978,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1979,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1980,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1981,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1982,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1983,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1984,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1985,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1986,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1987,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1988,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1989,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1990,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1991,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1992,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1993,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1994,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1995,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1996,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1997,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1998,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1999,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2000,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2001,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2002,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2003,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2004,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2005,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2006,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2007,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2008,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2009,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2010,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2011,Persons,Incidence,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1968,Male,Mortality,Prostate cancer,1,0,0,0,0,0,0,0,0,2,13,23,59,106,180,221,229,129,0,963
1969,Male,Mortality,Prostate cancer,1,0,0,0,1,0,0,0,0,2,7,36,59,110,182,241,190,113,0,942
1970,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,2,6,10,29,73,133,182,240,218,145,0,1038
1971,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,7,9,37,62,107,180,213,181,148,0,944
1972,Male,Mortality,Prostate cancer,1,0,0,0,0,0,0,0,2,5,11,27,66,135,198,221,218,114,0,998
1973,Male,Mortality,Prostate cancer,0,0,0,0,1,0,0,0,2,5,8,35,76,161,223,180,230,146,0,1067
1974,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,1,0,3,8,26,72,160,208,211,220,143,0,1052
1975,Male,Mortality,Prostate cancer,0,0,0,0,1,0,0,2,0,6,8,30,82,126,204,230,227,165,0,1081
1976,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,3,16,38,100,160,232,239,184,156,0,1128
1977,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,1,4,9,34,96,148,222,271,212,162,0,1159
1978,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,1,0,2,11,42,81,150,217,240,215,163,0,1122
1979,Male,Mortality,Prostate cancer,0,0,0,0,0,1,0,0,3,3,8,45,73,177,215,255,217,190,0,1187
1980,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,2,10,39,96,179,247,273,240,169,0,1255
1981,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,4,8,30,76,164,268,283,250,185,1,1269
1982,Male,Mortality,Prostate cancer,0,0,0,1,0,0,0,0,0,3,12,43,89,167,276,341,245,193,0,1370
1983,Male,Mortality,Prostate cancer,0,0,0,0,0,0,1,0,0,2,11,54,81,167,260,320,293,208,0,1397
1984,Male,Mortality,Prostate cancer,0,0,1,0,0,0,0,1,1,4,16,33,117,186,301,312,271,197,1,1441
1985,Male,Mortality,Prostate cancer,0,1,0,0,0,0,0,0,0,3,17,31,105,182,276,395,311,236,0,1557
1986,Male,Mortality,Prostate cancer,0,0,0,1,0,1,0,0,0,3,7,47,108,197,335,378,309,259,0,1645
1987,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,1,5,8,49,128,225,308,405,357,284,0,1770
1988,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,1,6,12,50,125,235,364,446,376,268,0,1883
1989,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,2,5,17,55,145,231,346,495,409,320,0,2025
1990,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,1,2,12,35,117,268,391,488,412,353,0,2079
1991,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,1,7,13,50,134,262,366,507,439,363,0,2142
1992,Male,Mortality,Prostate cancer,0,0,0,0,1,0,0,1,1,5,18,57,125,307,453,466,494,409,0,2337
1993,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,6,18,54,122,309,447,579,524,479,1,2539
1994,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,7,18,52,136,271,486,574,564,505,0,2613
1995,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,3,8,19,46,141,289,472,515,549,522,0,2564
1996,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,1,9,17,54,115,272,457,582,563,572,0,2642
1997,Male,Mortality,Prostate cancer,0,0,0,1,0,0,0,0,2,5,20,53,108,248,424,528,535,525,0,2449
1998,Male,Mortality,Prostate cancer,0,0,0,0,0,0,1,0,2,8,27,51,118,227,452,535,595,553,1,2570
1999,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,1,4,6,18,46,102,215,416,603,539,563,0,2513
2000,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,6,25,57,97,223,469,595,565,629,0,2666
2001,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,7,19,61,102,217,430,603,607,672,0,2718
2002,Male,Mortality,Prostate cancer,0,0,0,0,0,1,0,0,1,9,19,67,118,248,409,604,629,715,0,2820
2003,Male,Mortality,Prostate cancer,0,0,0,0,0,1,0,1,2,9,24,67,117,229,398,604,653,732,0,2837
2004,Male,Mortality,Prostate cancer,0,0,0,1,0,1,0,0,0,6,21,67,137,219,370,601,660,711,0,2794
2005,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,2,5,18,51,113,263,390,630,706,774,0,2952
2006,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,2,5,24,75,138,223,374,581,748,801,0,2971
2007,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,3,7,19,58,144,215,317,581,725,919,0,2988
2008,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,2,10,16,49,136,227,352,556,716,897,0,2961
2009,Male,Mortality,Prostate cancer,0,0,0,0,1,0,0,0,0,4,24,61,126,226,376,563,774,981,0,3136
2010,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,1,12,58,134,248,342,546,783,1100,0,3224
2011,Male,Mortality,Prostate cancer,0,0,0,0,0,0,0,0,0,6,16,55,140,240,374,529,812,1122,0,3294
1968,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1969,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1970,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1971,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1972,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1973,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1974,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1975,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1976,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1977,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1978,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1979,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1980,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1981,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1982,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1983,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1984,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1985,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1986,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1987,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1988,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1989,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1990,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1991,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1992,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1993,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1994,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1995,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1996,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1997,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1998,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
1999,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2000,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2001,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2002,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2003,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2004,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2005,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2006,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2007,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2008,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2009,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2010,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
2011,Female,Mortality,Prostate cancer,,,,,,,,,,,,,,,,,,,,0
